actual_stars,predicted_stars,explanation,review
5,4.0,"The review begins with a stated dislike for botanical gardens, indicating initial negative sentiment. However, this is strongly countered by enthusiastic praise for the Desert Botanical Gardens, highlighting its unique and fascinating plant life and wildlife. The tone shifts from cynical to appreciative. While the initial sentiment is negative, the overwhelming focus and intensity of the positive descriptions lead to a high rating. The reviewer explicitly states the gardens are exceptional and 'never grow old,' indicating high satisfaction. There are no significant complaints.","I am not usually a fan of botanical gardens. They seem too precious, too ""perfect"" to be of much int..."
5,4.0,"The review is overwhelmingly positive. The reviewer and her husband both enjoyed their drinks, and while the turkey burger was 'standard,' the fries were excellent and the carne adovada received high praise. The atmosphere is described as 'great' and 'fun.' The overall tone is enthusiastic and includes a strong recommendation. The only minor drawback is the 'standard' turkey burger, preventing a 5-star rating.",Thanks fellow yelpers for brining us to Four Peaks!  My husband and I were stuck in Phoenix for the ...
4,3.0,"The review is mixed. Two dishes received a 3-star rating, indicating they were average. The curry was praised as 'really good,' a positive, but it only 'made up for the others' suggesting it didn't elevate the overall experience significantly. The fresh coconut water and reasonable price ($30) are additional positives, but the average performance of most items keeps the rating at a neutral 3 stars.","We went over for dinner- had the spring rolls, chicken curry, and lemongrass chicken. The spring rol..."
2,2.0,"The review is largely negative, despite praise for the nachos. The core food quality is described as 'decent, slightly overpriced' and 'just OK,' with direct comparisons to better alternatives. The service is a major issue, described as 'awful' with specific, frustrating examples. While the nachos are a strong positive, the overall experience is marred by poor service and value, leading to an irritated feeling. The strong recommendation to go to a competitor further reinforces the negative sentiment.","I've been here a few times now and I would say it is decent, slightly overpriced Mexican food. Their..."
5,5.0,"The review is overwhelmingly positive, using words like ""terrific,"" ""amazed,"" ""impeccable,"" ""wonderful,"" and ""lovely."" While the reviewer acknowledges the cost of tickets is a barrier, they strongly advocate for the value and memorable experience of live theater, specifically praising the actors and harmonies. The tone is enthusiastic and appreciative, leading to a clear strong recommendation.","01/04/2012

I thank Yelp and ATC for giving me the great opportunity to experience a terrific perfor..."
4,4.0,"The review is overwhelmingly positive, praising the food (sampler, tostones) and acknowledging the restaurant's ability to create a pleasant atmosphere despite a busy location. The political commentary, while present, is framed as appreciative of Cuban cuisine and doesn't detract from the positive food review. The tone is enthusiastic and playful ('going bananas'). While the political remarks might be off-putting to some, they don't impact the assessment of the restaurant itself.",In spite of being on the corner of 44th and Camelback it does a good job of insulating you from the ...
1,1.0,"The review uses extremely negative language (""Disgusting!""), describes a highly unpleasant atmosphere, and criticizes the food's lack of flavor. The reviewer also expresses strong distrust of other reviews, suggesting a belief that positive feedback is fabricated. This indicates a severely negative experience and warrants a 1-star rating.",Disgusting!  Had a Groupon so my daughter and I tried it out.  Very outdated and gaudy 80's style in...
2,3.0,"The review expresses mixed feelings. While the food is described as 'decent' and the service 'good', the reviewer strongly criticizes the high cost and perceived pretentiousness. The comparison to similar quality food available at a much lower price point (Public Market) is a significant negative. The tone is generally critical, though not overly harsh, and the reviewer explicitly states they wouldn't return soon. This points to a neutral experience with notable drawbacks, fitting a 3-star rating.",I don't often review places on Yelp because of the time commitment and because usually I am just loo...
3,3.0,"The review is largely mixed. While the reviewer appreciates the happy hour, atmosphere, and service, the loud music is a significant detractor. Praise for the ribs is qualified by the need to order double due to small portions, and the reviewer is ambivalent about returning. The 'Three solid stars' statement confirms a neutral overall sentiment.","Okay, so I like Canteen and all, but dear Lord, let's turn that music down a notch! These guys have ..."
4,5.0,"The review is overwhelmingly positive, using strong praise like ""outstanding"" and ""fabulous."" The reviewer explicitly states the establishment is ""reliably good"" and makes an exception to their general avoidance of chains, indicating high satisfaction. There are no complaints, only praise for the variety of offerings (beer, ciders, cocktails, pizza, healthy menu).","Always reliably good.  Great beer selection as well as fabulous ""bitch fizz"" (ciders, etc.) and cock..."
2,2.0,"The review is largely negative, despite some humorous recounting of events. The core experience revolves around misfortune – a broken-down car, unhelpful patrons, and a feeling of being stranded. While the reviewer finds humor in the situation and praises the Mexican teenagers who helped, the initial experience and overall atmosphere of the gas station are portrayed as unsettling and problematic. The 'Bermuda Triangle' analogy and descriptions like 'suspicious siren' and 'sketching out' indicate a strong negative sentiment. The reliance on external help to resolve a basic issue (a dead car battery) further detracts from the station's value.","This gas station is like the bermuda triangle of gas stations!
I came here w/ a friend on a first fr..."
1,2.0,"The review expresses strong negative sentiment regarding the service, citing long wait times and a rude server. While the food is only described as 'okay' (neutral), the poor service significantly impacts the overall experience. The customer explicitly states they 'won't be going back,' indicating a strong dissatisfaction. This points to a mostly negative experience with significant problems, justifying a 2-star rating.","The service here was awful, we waited patiently for over 15 minutes for our server to come by our ta..."
4,5.0,"The review is overwhelmingly positive, using words like 'satisfies,' 'delicious,' and 'happy.' The tone is enthusiastic and highlights a successful experience catering to diverse preferences. There are no complaints, only praise for both pizzas ordered. This indicates a strong recommendation.","Finally, a pizza place that satisfies the individual pizza taste buds of my family! We ordered the R..."
4,4.0,"The review is overwhelmingly positive, using phrases like ""right up my alley,"" ""awesome,"" and multiple ""check"" marks indicating satisfaction with key features. The 4 & 1/4 stars suggests a very good experience with only minor, unstated drawbacks. The tone is enthusiastic and appreciative.","This place is right up my alley.

Smithwick's on tap- check
Awesome fish & chips (award-winning for ..."
5,5.0,"The review is overwhelmingly positive, using strong sentiment indicators like 'amazing,' 'perfect,' 'delicious,' and 'highlight.' The tone is enthusiastic and includes a strong recommendation ('no excuse to not come here') and intent to return despite living in another city. While the initial description of the location is slightly quirky, it doesn't detract from the positive experience. The specific praise for ambiance, wine, and unique food further supports a 5-star rating.",After driving down a teeny dimly lit road and coming across what looked like a medical office buildi...
4,5.0,"The review expresses strong positive sentiment with phrases like ""so fresh"" and ""number one sub place."" The tone is enthusiastic and clearly indicates a high level of satisfaction. There are no complaints, only specific praise for the quality of the ingredients.",The meat and bread is so fresh that it makes Mr. Goodcents my number one sub place to hit up when in...
4,4.0,"The review is overwhelmingly positive, stating all dishes tried over a year have been 'good'. While the reviewer notes the spice levels aren't extremely hot, this isn't a complaint, just an observation. The tone is consistently positive, indicating a good experience. The intensity is moderate - consistently 'good' rather than ecstatic, but still clearly favorable.",Been dining here about a year and still trying diff things from the menu and all have been good. I d...
4,4.0,"The review is overwhelmingly positive, highlighting excellent service, a fantastic restaurant (Taggia), and a generally admirable renovation. The primary negative point is the unfinished room makeovers, described as 'mild-mannered' and having 'disappointing' carpeting. This is a minor issue, and the reviewer acknowledges the significant progress Kimpton has made. The comparison to other hotels is also favorable. Therefore, a 4-star rating is appropriate, indicating mostly positive feedback with minor issues.","As a travel consultant for cre8adventures.com, we came away impressed. This is a moderately priced g..."
4,3.0,"The review is mixed. The reviewer expresses initial love for Pita Jungle and appreciates the ambiance and service greeting. However, there are several notable complaints: the temperature, slow soup service, unappetizing soup, and premature check delivery. While the reviewer doesn't *hate* the place, the number of issues prevents a higher rating. The tone is generally forgiving, but the problems are significant enough to warrant a 3-star rating.","I really love Pita Jungle.  My first experience was at the one downtown, and now, I have to get my f..."
3,4.0,"The review is overwhelmingly positive, focusing on how much a young child enjoyed the park. While the reviewer only visits *because* of their cousin's interest, the description is enthusiastic and highlights multiple appealing features for young children (train display, ride-on train, stationary trains). The tone is positive and the praise is specific. It's not a 5-star review because the reviewer's personal enjoyment seems secondary to their cousin's, suggesting it's not a place they'd frequent otherwise.",I only go here when my little cousin is in town and he adores this place. My cousin is 4 years old a...
3,3.0,"The review is largely mixed. The reviewer expresses initial enthusiasm but then details several drawbacks: the smell, the music choice, and a general feeling of not quite hitting the mark. While there's praise for the bar structure, beer selection, and cozy nooks, the negative aspects prevent a higher rating. The 'probably' regarding returning for food and waiting for a busier night indicates a lukewarm impression. Overall, it's an acceptable experience with room for improvement.","I really wanted to fall madly in love with this place, I mean, a British themed pub in Heritage Squa..."
4,4.0,"The review is largely positive, focusing on a surprisingly excellent sandwich. While there are negative aspects (disturbing decor, shirtless patron), these are framed as exceptions and don't overshadow the positive food experience. The initial expectations were low, making the positive experience even more impactful. The intensity of the negative comments is moderate, and the core experience – the food – is highly praised. The request for better enforcement of a dress code is a minor issue.","With a name like ""The Lodge"", I thought I was going to an old dirty restaurant with some of the neig..."
5,4.0,"The review is overwhelmingly positive, expressing strong admiration for the site and tour guides. The 'indescribably cool' and 'genius' descriptors indicate high satisfaction. The only negative point is the disrepair of some rooms, but this is presented as a motivator to support the site financially, not a major detractor. The strong recommendation ('This is not to be missed!') further supports a 4-star rating.",I'm not going to lie - I indulged in fantasies about Howard Roark during the course of my 90-minute ...
5,5.0,"The review is overwhelmingly positive, using strong sentiment indicators like ""SO glad,"" ""exceeded my wildest expectations,"" ""pleasantly surprised,"" and ""highly recommend."" The reviewer specifically praises the therapist's expertise and intuition, indicating a very satisfying experience. The tone is enthusiastic and the overall impression is extremely favorable.",I got a coupon at a past Yelp event to try them out and I'm SO glad I did!  Massage Envy really exce...
4,4.0,"The review is overwhelmingly positive, despite some service hiccups. The reviewer explicitly states they 'really love it' and raves about the garlic appetizer and pizza. While there are mentions of the server disappearing and a slight wait for a new server, the reviewer downplays these issues, stating they don't require apologies or heartfelt goodbyes. The ambiance is described as 'cozy' and 'romantic,' and the food is consistently praised. The price point is acknowledged as not cheap, but this doesn't detract from the overall positive experience. The strong praise for specific dishes and the overall tone indicate a 4-star experience.","I didn't pay much attention to this place for several years.  Passed it many times, just didn't catc..."
3,2.0,"The review expresses negative sentiment primarily due to price. While the food is only described as 'ok' (neutral), the strong negative reaction to the price of the loco moco ('outrageous!') indicates a significant issue. This leads to a mostly negative experience, warranting a 2-star rating.","Food is just ok, but the problem is it's way overpriced! I mean $9 for loco moco? Outrageous!"
1,2.0,"The review expresses strong negative sentiment due to poor customer service. While the reviewer liked the products and intends to purchase directly from the artists, the experience at the store itself was significantly negative (underwhelmed, sub par, lack of acknowledgement). The tone is disappointed and frustrated. This warrants a 2-star rating as the core issue is a significant problem, despite appreciation for the products themselves.",I was searching for a unique item to give as a Thank You gift and I stopped by Practical Art over th...
3,4.0,"The review is overwhelmingly positive, using strong positive language like ""deeee-licious"", ""loooooooooooove"", ""genius!!!"", and ""adore"". While there's a noted discomfort with the perceived 'trendy' atmosphere and the price is considered high, the taste and quality of ingredients consistently win out. The comparison to CPK as a positive alternative further reinforces a favorable opinion. The negative aspects are more about personal preference/feeling than actual flaws in the food or service.","the food here is deeee-licious. i like the decor, the ambiance, the menu, the waitstaff. however, i ..."
4,4.0,"The review is overwhelmingly positive, using words like 'enjoyed,' 'fancy,' 'modern,' and 'LIKE' (with emphasis). The exclamation point and 'Mmmmm!' further indicate strong positive sentiment. While brief, the praise is specific (sweet potato fries) and there are no complaints. The slightly unusual framing (reviewing for a boyfriend) doesn't detract from the positive experience described.",My boyfriend just reviewed this place and although we have never  been here together - I thought tha...
3,4.0,"The review is overwhelmingly positive, highlighting good service, a clean environment, and enjoyable food and drinks. The use of 'YUMMIE' indicates strong positive sentiment towards the burrito. There are no complaints, only praise, suggesting a very positive experience. While not effusive, the consistent positive feedback warrants a 4-star rating.","1. Good Customer Service
2. Clean Atmosphere
3. Good Margaritas
4. YUMMIE Carna Asada Burrito"
5,5.0,"The review is overwhelmingly positive, using strong positive language (""awesome,"" ""top notch,"" ""amazing,"" ""love,"" ""pleasant experience""). The reviewer explicitly states they will not look for another salon and recommends it highly. There are no complaints, only praise for the service, price, atmosphere, and location. The intensity is consistently strong throughout the review.",I am proud to say that I sent Kristin S. here for her awesome hair transformation (8 inches is a lot...
5,,"Error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","note: the 5 stars i'm giving this place is for their happy hour menu, not the regular menu. if you o..."
5,5.0,"The review is overwhelmingly positive, using strong language like ""to DIE for,"" ""died and gone to heaven,"" and expressing a strong craving to return and try the entire menu. The tone is enthusiastic and joyful. There are no complaints, only praise for multiple dishes and a recommendation for outdoor seating. This indicates a highly satisfying experience.",Have you ever eaten somewhere and just can't get the craving out of your head and you have to go bac...
4,4.0,"The review is overwhelmingly positive. While acknowledging it was crowded and service was a bit slow (minor negatives), the reviewer specifically praises the quality of the food – moist, smoky pork with a tasty sauce. The 'Good joint. Would return.' statement is a strong indicator of satisfaction. The initial description of the atmosphere, while lively, isn't presented as a negative.",Stopped by for a quick bite on a Saturday afternoon. Did not realize that the place had just opened ...
2,3.0,"The review starts with a negative statement (""Not exactly a great place to eat""), but quickly pivots to a conditional positive – it *might* be enjoyable for a specific purpose (shakes/ice cream with a teenager). This mixed sentiment and lack of strong negative descriptors suggest a neutral experience. It's not terrible, but doesn't stand out as good either.",Not exactly what I would call a great place to eat. If you want to take your teenager out for a shak...
4,4.0,"The review is overwhelmingly positive, highlighting great drinks, food (specifically the pizza), atmosphere, and friendly staff. The negative comment about the staring man is a significant issue but is downplayed with hope it won't recur, suggesting it didn't ruin the overall experience. Therefore, a 4-star rating reflects the mostly positive experience with a minor, potentially isolated, negative incident.","Great drinks!!!

Good atmosphere

Fantastic food (the bbq chicken pizza is a must)

Nice people to c..."
3,3.0,"The review is largely mixed. There's positive sentiment towards the pita, fire feta, and tea (especially with lemonade). However, the salad, rice, and tzatziki are criticized, and the gyros are only 'decent'. The concluding statement ('wouldn't go out of my way') indicates a lack of strong enthusiasm, suggesting an average experience. The intensity of both praise and criticism is moderate, leaning towards mild.","As a fairly new connoisseur of Greek food, this place is pretty good. I like their pita a lot, and t..."
5,5.0,"The review is overwhelmingly positive, using words like ""awesome"" and ""delicious."" The reviewer highlights excellent service (delivery to the bar, free sample) and praises the unique quality of the food. The enthusiastic closing statement (""can't wait until they come back!"") further reinforces a strong positive sentiment.",short leash is awesome! we tried the sample platter and they delivered it to us inside the bar. we w...
5,4.0,"The review is overwhelmingly positive. Words like ""great quality,"" ""did not disappoint,"" and ""can't really complain"" indicate strong positive sentiment. The price is considered very reasonable, and the smoothies are highly recommended. While other menu items weren't tried, the focus remains positive. The intensity is moderate to strong due to the enthusiastic praise. There are no complaints.",Visited the phoenix public market - open air market - farmers market they have on saturday mornings ...
3,3.0,"The review is mixed. Service receives high praise (5 stars, 'awesome,' 'very friendly and professional,' 'every single person greeted us'), and the ambiance is positively described ('pretty cool,' 'burlesque-ish,' 'huge vases of roses'). However, the food is a significant letdown (2.5 stars), with both entrees described as 'bland' and the soup 'salty.' While the dessert was a highlight, the core offering – steak – failed to impress, especially given the reviewers' high standards. The overall tone suggests disappointment with the food despite excellent service, landing it in the mixed/neutral category.","Service - 5 stars (which is so rare). Food 2.5 stars. 
My husband and I are a little picky when it c..."
4,5.0,"The review is overwhelmingly positive, using strong sentiment indicators like 'outstanding,' 'amazing,' 'delicious,' and 'tasty.' The reviewer explicitly recommends the restaurant and states they would return 'in a heartbeat,' indicating a very high level of satisfaction. There are no complaints mentioned.","Had an outstanding lunch here.  The view is amazing, their cheese fondue dip was delicious, and they..."
5,5.0,"The review uses extremely positive language (""best workout ever"") and expresses a strong intention to return (""FOR SURE""). The sentiment is overwhelmingly positive and the intensity is high, indicating a highly satisfying experience.",Hybrid class!! Did it a few years back and to this day it's the best workout I've ever had. Will be ...
3,3.0,"The review is mixed. There's positive feedback regarding the coffee and zucchini bread (moderate intensity - 'solid', 'win', 'cute'). However, a significant negative is expressed regarding the atmosphere – the reviewer doesn't feel relaxed or at home (moderate intensity - 'never been able to'). This creates a neutral overall impression, leaning slightly positive due to the food/drink quality, but not enough for a 4-star rating.",I've swung into Echo a few times and haven't ever had a bad cup of coffee. The cappuccino is pretty ...
5,5.0,"The review is overwhelmingly positive, using words like 'Love,' 'Great,' and 'Fantastic.' The tone is enthusiastic and expresses a desire for the establishment to be available elsewhere, indicating high satisfaction. There are no complaints, only praise for the vibe, drinks, and goodies. This strongly suggests a 5-star experience.",Love this place! Wish we had one here in CA. Great vibe once you walk through that door. Fantastic d...
4,4.0,"The review is overwhelmingly positive, expressing being ""hooked"" on Apple products and finding them ""cool"". While acknowledging the price is high, this is presented as a known factor rather than a complaint. The observation about children's tech savviness adds a positive, impressed tone. The intensity is moderate to strong due to the enthusiastic language. There are no specific complaints, only a recognition of cost.","Well, this is where I got my iPad, and I am hooked of all Apple products.  Yes, they are expensive, ..."
4,5.0,"The review is overwhelmingly positive, using strong language like ""hands down,"" ""vast,"" ""incredible,"" and ""excellent."" It directly compares favorably to a known and liked establishment (Paradise Bakery) and highlights superior menu variety, pricing, and food quality. There are no complaints, only praise and a clear preference for Wildflower.",I finally made it to this place after hearing nothing but great reviews from others.  Now I can see ...
3,4.0,"The review is overwhelmingly positive, praising the food as 'great' and highlighting the restaurant's long-standing tradition and authentic Phoenix-style Mexican cuisine. While there are minor criticisms (margaritas aren't great, don't bother with dessert), these are outweighed by the positive aspects like generous portions, free chips and salsa, solid service, and a pleasant atmosphere. The tone is enthusiastic and recommends Los Olivos as a 'great choice'. The intensity of the positive sentiment is moderate to strong.",The best example North Scottsdale has of traditional Phoenix sonoran mexican food.  Los Olivos resta...
4,4.0,"The review is overwhelmingly positive, highlighting 'very good food,' friendly service, and generous portions (splitting tacos without charge). The tone is enthusiastic ('definitely return!'). While not effusive praise for exceptional cuisine, it's a strong positive experience with no noted complaints, warranting a 4-star rating.",Very good food! We ate some shrimp tacos and macaroni and cheese. They split our tacos up for us and...
5,5.0,"The review is overwhelmingly positive. The author expresses regret for not visiting sooner and now goes weekly. Specific praise is given for the sandwich, bread quality, and potato salad. The tone is enthusiastic and uses words like 'fantastic' and 'perfection'. There are no complaints.","When I moved to the Valley, our first place was a rental in Old Town.  The previous tenant/owner gen..."
